time,open,high,low,close,tick_volume,spread,real_volume
2025-01-27 11:00:00,1.24948,1.25146,1.24903,1.24964,4478,10,0
2025-01-27 12:00:00,1.24961,1.25202,1.24941,1.25126,4082,10,0
2025-01-27 13:00:00,1.25125,1.25232,1.24996,1.25021,4831,8,0
2025-01-27 14:00:00,1.25019,1.25113,1.24958,1.25001,5312,8,0
2025-01-27 15:00:00,1.25001,1.2501,1.24689,1.24731,5375,8,0
2025-01-27 16:00:00,1.2473,1.24851,1.24679,1.24759,4713,10,0
2025-01-27 17:00:00,1.2476099999999999,1.24836,1.2466599999999999,1.24743,3521,10,0
2025-01-27 18:00:00,1.2474,1.24846,1.24691,1.24776,3329,10,0
2025-01-27 19:00:00,1.24773,1.24901,1.24735,1.24894,3017,10,0
2025-01-27 20:00:00,1.24894,1.24953,1.24843,1.24902,2551,10,0
2025-01-27 21:00:00,1.24902,1.25,1.24881,1.24982,1188,10,0
2025-01-27 22:00:00,1.24986,1.24987,1.24868,1.24887,1165,16,0
2025-01-27 23:00:00,1.24947,1.2496800000000001,1.24358,1.2451,5467,10,0
2025-01-28 00:00:00,1.24511,1.24627,1.2445599999999999,1.24565,4217,10,0
2025-01-28 01:00:00,1.24566,1.24651,1.24403,1.24501,3583,10,0
2025-01-28 02:00:00,1.24501,1.24547,1.24384,1.24449,4260,10,0
2025-01-28 03:00:00,1.24447,1.24497,1.24394,1.24401,2421,10,0
2025-01-28 04:00:00,1.24405,1.24449,1.2434,1.24445,1896,10,0
2025-01-28 05:00:00,1.2444600000000001,1.24494,1.24438,1.2444600000000001,1607,10,0
2025-01-28 06:00:00,1.24448,1.2453400000000001,1.24368,1.24409,2070,10,0
2025-01-28 07:00:00,1.24408,1.24478,1.24258,1.24365,3783,10,0
2025-01-28 08:00:00,1.24367,1.24427,1.24289,1.24323,4590,10,0
2025-01-28 09:00:00,1.24323,1.24553,1.24283,1.24477,4024,10,0
2025-01-28 10:00:00,1.24475,1.2451699999999999,1.2435100000000001,1.2435100000000001,2942,10,0
2025-01-28 11:00:00,1.2435100000000001,1.24403,1.24245,1.24258,2777,10,0
2025-01-28 12:00:00,1.2426,1.24343,1.24172,1.2426599999999999,3287,10,0
2025-01-28 13:00:00,1.24262,1.24336,1.2414,1.24231,3703,8,0
2025-01-28 14:00:00,1.24232,1.24432,1.24232,1.24291,4538,8,0
2025-01-28 15:00:00,1.24288,1.24466,1.24283,1.24316,4836,8,0
2025-01-28 16:00:00,1.24315,1.2445,1.24216,1.24292,4100,10,0
2025-01-28 17:00:00,1.24293,1.24366,1.24274,1.2428,2923,10,0
2025-01-28 18:00:00,1.24282,1.24392,1.24253,1.24295,3082,10,0
2025-01-28 19:00:00,1.24294,1.24444,1.24214,1.2443,2315,10,0
2025-01-28 20:00:00,1.24429,1.24453,1.2436099999999999,1.24406,2240,10,0
2025-01-28 21:00:00,1.24408,1.24428,1.24387,1.24401,1140,10,0
2025-01-28 22:00:00,1.24399,1.24423,1.24311,1.24311,841,23,0
2025-01-28 23:00:00,1.2437,1.24426,1.24356,1.24403,1106,10,0
2025-01-29 00:00:00,1.24403,1.24471,1.24353,1.24371,1981,10,0
2025-01-29 01:00:00,1.24373,1.24413,1.2435,1.24357,1646,10,0
2025-01-29 02:00:00,1.24357,1.2448299999999999,1.24338,1.24452,1923,10,0
2025-01-29 03:00:00,1.24452,1.24502,1.24414,1.24472,1831,10,0
2025-01-29 04:00:00,1.24474,1.24532,1.2447300000000001,1.24526,1509,10,0
2025-01-29 05:00:00,1.24526,1.24549,1.24472,1.24533,1482,10,0
2025-01-29 06:00:00,1.24536,1.24611,1.24518,1.24565,2612,10,0
2025-01-29 07:00:00,1.24561,1.2462900000000001,1.24454,1.2448299999999999,3887,10,0
2025-01-29 08:00:00,1.24484,1.24567,1.24331,1.2438500000000001,3943,10,0
2025-01-29 09:00:00,1.24382,1.24391,1.24156,1.24203,3730,10,0
2025-01-29 10:00:00,1.24204,1.24244,1.24098,1.24151,3604,10,0
2025-01-29 11:00:00,1.24153,1.24262,1.24124,1.24189,2858,10,0
2025-01-29 12:00:00,1.24192,1.24262,1.24085,1.24248,3295,10,0
2025-01-29 13:00:00,1.24248,1.2428,1.23928,1.23973,4804,10,0
2025-01-29 14:00:00,1.23977,1.24122,1.23962,1.24073,4320,10,0
2025-01-29 15:00:00,1.24075,1.2445599999999999,1.24009,1.24331,5631,10,0
2025-01-29 16:00:00,1.24334,1.24427,1.24234,1.24311,4725,10,0
2025-01-29 17:00:00,1.24311,1.24489,1.24301,1.2442,3889,10,0
2025-01-29 18:00:00,1.2442199999999999,1.24493,1.2434,1.2447,3090,10,0
2025-01-29 19:00:00,1.24468,1.24577,1.2411699999999999,1.24442,13731,10,0
2025-01-29 20:00:00,1.2444,1.24543,1.24302,1.24383,7356,10,0
2025-01-29 21:00:00,1.24381,1.24521,1.24368,1.24489,2283,10,0
2025-01-29 22:00:00,1.24496,1.24496,1.24386,1.24428,1554,22,0
2025-01-29 23:00:00,1.24494,1.24585,1.24468,1.24542,1400,10,0
2025-01-30 00:00:00,1.24542,1.24596,1.24511,1.24538,1441,10,0
2025-01-30 01:00:00,1.24537,1.24547,1.2444600000000001,1.24491,1689,10,0
2025-01-30 02:00:00,1.2449,1.24553,1.2447300000000001,1.24486,1799,10,0
2025-01-30 03:00:00,1.24485,1.2454,1.24476,1.24513,1585,10,0
2025-01-30 04:00:00,1.24511,1.24538,1.24428,1.24451,1551,10,0
2025-01-30 05:00:00,1.24451,1.24484,1.24415,1.24478,1513,10,0
2025-01-30 06:00:00,1.24478,1.2448299999999999,1.24341,1.24401,2014,10,0
2025-01-30 07:00:00,1.24403,1.24528,1.24313,1.24515,2845,10,0
2025-01-30 08:00:00,1.24516,1.24623,1.24449,1.2455,3445,10,0
2025-01-30 09:00:00,1.24546,1.24571,1.24339,1.24427,3879,10,0
2025-01-30 10:00:00,1.2443,1.24464,1.24253,1.24305,3296,10,0
2025-01-30 11:00:00,1.24301,1.24366,1.24245,1.2427,2827,10,0
2025-01-30 12:00:00,1.24269,1.24381,1.24238,1.24372,3131,10,0
2025-01-30 13:00:00,1.24373,1.24708,1.24298,1.24669,6592,10,0
2025-01-30 14:00:00,1.24667,1.24758,1.24552,1.2462900000000001,7727,10,0
2025-01-30 15:00:00,1.2463,1.24767,1.24608,1.24663,5473,10,0
2025-01-30 16:00:00,1.24661,1.24711,1.24482,1.24497,3599,10,0
2025-01-30 17:00:00,1.24498,1.2451699999999999,1.2435100000000001,1.24442,3069,10,0
2025-01-30 18:00:00,1.24444,1.24557,1.24417,1.24546,1936,10,0
2025-01-30 19:00:00,1.24546,1.2460499999999999,1.2452,1.24584,1725,10,0
2025-01-30 20:00:00,1.24587,1.24638,1.24074,1.24348,9265,10,0
2025-01-30 21:00:00,1.24347,1.2441,1.24139,1.2414,4570,10,0
2025-01-30 22:00:00,1.2414100000000001,1.24155,1.24049,1.24131,1191,19,0
2025-01-30 23:00:00,1.24151,1.24236,1.24118,1.24216,1942,10,0
2025-01-31 00:00:00,1.24215,1.24308,1.24125,1.2416800000000001,2048,10,0
2025-01-31 01:00:00,1.2417,1.24244,1.24065,1.24184,3491,10,0
2025-01-31 02:00:00,1.24187,1.24276,1.24159,1.24213,2257,10,0
2025-01-31 03:00:00,1.24213,1.2426,1.24156,1.2416800000000001,1779,10,0
2025-01-31 04:00:00,1.2417,1.2422,1.24134,1.24203,1682,10,0
